created_at,text
2018-12-19 23:41:28,"b""RT @dimevets: @ReemK10 Ah Ha!  It's VERY light! I went to Windows10 Photos App searching for the Hayden &amp; Jens photo which I trustingly sha\xe2\x80\xa6"""
2018-12-19 23:41:26,b'RT @zacbowden: Microsoft now pins the Office Web apps to the Start menu by default on a clean Windows 10 19H1 install. Verrrrry interesting\xe2\x80\xa6'
2018-12-19 23:41:20,b'RT @edmundlee: It\xe2\x80\x99s worse than you thought.\n\nFacebook gave:\n-Microsoft names of users\xe2\x80\x99 friends without consent\n-Netflix and Spotify got to\xe2\x80\xa6'
2018-12-19 23:41:18,"b'RT @hrmcts: ""Exam and Certification Retirement Roundup, December 2018"" https://t.co/4bG7XaVnXC'"
2018-12-19 23:41:11,"b""@SpawnWaveMedia What are you talking about? I've already got 5 shipping to my address :D\nMan, I wonder how Sony and\xe2\x80\xa6 https://t.co/Ftqp4iMEVd"""
2018-12-19 23:41:08,b'RT @destructoid: Microsoft explains why Minecraft runs at 720p on Switch https://t.co/zEKuuJxTeD https://t.co/WW5shJthTF'
2018-12-19 23:41:08,"b'RT @CommunityFound: ""Certainly, Feeney and Atlantic Philanthropies have inspired a number of impressive philanthropists, including Microsof\xe2\x80\xa6'"
2018-12-19 23:41:07,b'What was Microsoft IPO price vs. 20 years later? | Zero Hedge | Zero Hedge https://t.co/lGUZEYy6e2'
2018-12-19 23:41:05,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:41:00,"b""RT @MicrosoftToDo: With To-Do and Cortana it's easy to stay on top of all your shopping, even during the holidays. Become a @WindowsInsider\xe2\x80\xa6"""
2018-12-19 23:40:58,"b""@ShinGokaiRed @BasedCachanilla That's amazing. I'm old enough to remember Microsoft doing the exact same to Netscap\xe2\x80\xa6 https://t.co/tytzXQAZOg"""
2018-12-19 23:40:58,"b""Didn't know Bill Gates inherited Microsoft https://t.co/iBP7oNxNIW"""
2018-12-19 23:40:56,b'RT @OfficeNews: Introducing the Office app for #Windows10 to help you get the most out of Office. Now available to Windows Insiders (Fast)\xe2\x80\xa6'
2018-12-19 23:40:45,b'Check out this tweet from pollardwindows:\nNot sure when to replace your windows? Here are \xe2\x80\x985 Signs It\xe2\x80\x99s time to Rep\xe2\x80\xa6 https://t.co/WKlBTufcM7'
2018-12-19 23:40:44,b'RT @JasonLeopold: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent\xe2\x80\xa6'
2018-12-19 23:40:37,b'RT @edmundlee: It\xe2\x80\x99s worse than you thought.\n\nFacebook gave:\n-Microsoft names of users\xe2\x80\x99 friends without consent\n-Netflix and Spotify got to\xe2\x80\xa6'
2018-12-19 23:40:30,"b'RT @OfficeInsider: Say hello to the new Office app for Windows 10! See all your Office apps in one place, view recent and pinned documents,\xe2\x80\xa6'"
2018-12-19 23:40:29,"b'RT @profcarroll: NEW: Facebook data sharing scandal widens. \xe2\x80\x9dInternal documents show that the social network gave Microsoft, Amazon, Spotif\xe2\x80\xa6'"
2018-12-19 23:40:28,b'RT @AlienwareTech: Team is throwing-down. But your #Alienware needs a little push. \n\nTweak #Windows10 to boost performance. Like this. \xf0\x9f\x9a\x80 ht\xe2\x80\xa6'
2018-12-19 23:40:27,b'Microsoft Issues Emergency Fix for IE Zero Day https://t.co/PLfu81JzIS #cybersecurity'
2018-12-19 23:40:25,"b""RT @appcompatguy: We're already seeing some interesting use cases for Windows Sandbox - such as providing the ability to more safely instal\xe2\x80\xa6"""
2018-12-19 23:40:24,"b'@Armed_BlueGV @GoNintendoTweet I didnt think it would come here either, but since it has options for English it sho\xe2\x80\xa6 https://t.co/5PrkPfxSLE'"
2018-12-19 23:40:21,"b""Windows Sandbox is a safer way to run programs you don't trust\n\n#windows10 #northernsupport\n\nhttps://t.co/jpjhXAsbVh"""
2018-12-19 23:40:15,b'RT @techworkersco: Powered by Salesforce.\n\nPowered by Accenture.\n\nPowered by Amazon.\n\nPowered by Microsoft.\n\nPowered by IBM.\n\nPowered by...\xe2\x80\xa6'
2018-12-19 23:40:10,"b'RT @katecrawford: This story exposes the myth of control. Spotify &amp; Netflix could read *private* FB messages. Microsoft, Amazon &amp; Yahoo all\xe2\x80\xa6'"
2018-12-19 23:40:07,b'In this new #Blog post - Eric Slack discusses how @Microsoft Storage Spaces Direct differs from other Hyperconverge\xe2\x80\xa6 https://t.co/f7DeecdUuk'
2018-12-19 23:40:05,b'We\xe2\x80\x99re looking for a design intern that is interested in human services and proficient in Adobe CC and Microsoft Off\xe2\x80\xa6 https://t.co/feKn3hbyfI'
2018-12-19 23:40:04,b'RT @campuscodi: Microsoft Edge engineer describes how Google sabotaged Edge browser performance via constant code changes to its services.\xe2\x80\xa6'
2018-12-19 23:40:02,"b""RT @Mendy_1: #Microsoft's CSE Sync Week - Introducing Commercial Software Engineering, via @DecodedShow's Youtube Channel. \n\nhttps://t.co/y\xe2\x80\xa6"""
2018-12-19 23:40:01,b'Microsoft\xe2\x80\x99s Halo-themed prosthetic arm will make kids feel like Master Chief\n\n#3dprinting\n#halo\n#prosthetic https://t.co/LawhGzWXIP'
2018-12-19 23:40:01,b'RT @KatyMonbebe: When you find out Microsoft is a Kihyun stan... #MONSTA_X #KIHYUN @OfficialMonstaX https://t.co/7peVIIM7mi'
2018-12-19 23:40:01,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/DjibcJUIIq"""
2018-12-19 23:40:00,b'Azure Marketplace new offers - Volume 26 https://t.co/gbWqFcsW5E'
2018-12-19 23:40:00,b'RT @bcmn96: \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xae This is crazy \xe2\x80\x94 Microsoft will temporarily block your email client from syncing in order to advertise their app. https://t.c\xe2\x80\xa6'
2018-12-19 23:39:55,b'RT @KatyMonbebe: When you find out Microsoft is a Kihyun stan... #MONSTA_X #KIHYUN @OfficialMonstaX https://t.co/7peVIIM7mi'
2018-12-19 23:39:54,"b'RT @microsoftcanada: When everybody plays, we all win. Learn more at: https://t.co/fWoJ6g2IsL https://t.co/h7LEsSDWim'"
2018-12-19 23:39:54,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:39:53,"b""RT @SkypeKenLiu: We are expanding @Microsoft's Autism Hiring Programme into Ireland as an example of our commitment to increase diversity &amp;\xe2\x80\xa6"""
2018-12-19 23:39:50,b'Meet the new Windows Sandbox! https://t.co/9ilv4U7X4d'
2018-12-19 23:39:39,b'RT @techworkersco: Powered by Salesforce.\n\nPowered by Accenture.\n\nPowered by Amazon.\n\nPowered by Microsoft.\n\nPowered by IBM.\n\nPowered by...\xe2\x80\xa6'
2018-12-19 23:39:37,b'Cleaning house. Wander back into office for something... Windows is rebooting itself \xf0\x9f\x98\x90 I had a lot of stuff open an\xe2\x80\xa6 https://t.co/ZCnJdWyIfF'
2018-12-19 23:39:37,"b'RT @BrannonZ: New @Microsoft Garage project! A 3D, first-person, Pong-styled game that uses spatial audio cues to make the game accessible\xe2\x80\xa6'"
2018-12-19 23:39:35,"b""RT @BradSmi: It's great to see our team provide further details on the six principles Microsoft will adopt to guide our work with #FacialRe\xe2\x80\xa6"""
2018-12-19 23:39:32,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/WyCfnrY9J0"""
2018-12-19 23:39:29,b'Microsoft has released an out-of-band update for a JScript scripting engine vulnerability that is being exploited i\xe2\x80\xa6 https://t.co/5okUIeA3FQ'
2018-12-19 23:39:27,b'applicationinsights-dotnet-logging - .NET Logging adaptors https://t.co/RYElXfsTFk'
2018-12-19 23:39:20,b'RT @bcmn96: \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xae This is crazy \xe2\x80\x94 Microsoft will temporarily block your email client from syncing in order to advertise their app. https://t.c\xe2\x80\xa6'
2018-12-19 23:39:18,b'Planning your migration journey? Take an #Azure Migration course by 12/31 for a chance to win a #SurfaceGo!\xe2\x80\xa6 https://t.co/RSLtbUp6W9'
2018-12-19 23:39:16,b'Google and microsoft probably do the same'
2018-12-19 23:39:14,"b'RT @briankrebs: Looks like Google reported this: https://t.co/iSNefIuNh0 ""Today, we released a security update for Internet Explorer after\xe2\x80\xa6'"
2018-12-19 23:39:14,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/f3yd28bd8S"""
2018-12-19 23:39:11,b'RT @Azure: See how Consul and #Azure are teaming up to help you enhance your #cloud security. Register for the webinar: https://t.co/25BJrX\xe2\x80\xa6'
2018-12-19 23:39:11,b'@Kokoro_eParty Kokoron even knows how to use microsoft f\xf0\x9f\x85\xb1\xef\xb8\x8fcking exel to do all the silly maths to calculate the dis\xe2\x80\xa6 https://t.co/pgBc5jfDWd'
2018-12-19 23:39:08,"b'RT @CeeFive_: of new things as most people my age, though admittedly higher skills. I also own an Iphone 6s plus, of which I have mixed emo\xe2\x80\xa6'"
2018-12-19 23:39:05,b'Krebs: Microsoft Issues Emergency Fix for IE Zero Day: Microsoft today released an emergency software patch to plug\xe2\x80\xa6 https://t.co/SCJ5V7d8wc'
2018-12-19 23:39:05,b'Krebs: Microsoft Issues Emergency Fix for IE Zero Day: Microsoft today released an emergency software patch to plug\xe2\x80\xa6 https://t.co/OWmJ251iJy'
2018-12-19 23:39:04,"b""Microsoft Office app for Windows 10 provides a hub for all your work: Microsoft's revamped https://t.co/KJ4gICvSIT\xe2\x80\xa6 https://t.co/H6biS1R0Nw"""
2018-12-19 23:39:04,b'Microsoft\xe2\x80\x99s Halo-themed prosthetic arm will make kids feel like Master Chief https://t.co/C7B84LPRzW https://t.co/YVBrt2uVRE'
2018-12-19 23:39:04,b'Microsoft Issues Emergency Fix for IE Zero Day https://t.co/xllZ4odpgS https://t.co/ZHt30SdcA5'
2018-12-19 23:39:03,b'Microsoft Issues Emergency Fix for IE Zero Day https://t.co/r9aBIhgueA https://t.co/ezs9rCFyFf'
2018-12-19 23:39:03,b'Windows Sandbox is a safe new way to run untrusted .exe files - The Verge https://t.co/U6iTV75Hem'
2018-12-19 23:39:00,b'Azure Backup can automatically protect SQL databases in Azure VM through auto-protect https://t.co/inDeGSOF2H'
2018-12-19 23:38:58,"b""RT @Daniel_Rubino: Thanks to the @Windows Insider Team and @donasarkar for another exciting (and fun) year! I'm really digging this retro #\xe2\x80\xa6"""
2018-12-19 23:38:57,b'Microsoft Windows Text-to-Speech Memory Corruption Vulnerability https://t.co/ytppkke2nB'
2018-12-19 23:38:52,"b'RT @BuzzFeedNews: Facebook gave more than 150 companies, including Microsoft, Netflix, Spotify, Amazon, and Yahoo, unprecedented access to\xe2\x80\xa6'"
2018-12-19 23:38:51,b'RT @DemocracyJourno: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without cons\xe2\x80\xa6'
2018-12-19 23:38:44,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:38:31,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:38:29,"b'RT @mamyun: Say Hello to Windows Sandbox! Based on our lightweight container infrastructure, numerous memory management and CPU scheduling\xe2\x80\xa6'"
2018-12-19 23:38:28,b'Facebook shared private user messages with Netflix and Spotify https://t.co/WQ7BUA13ZR #Tech https://t.co/I1m4BVoe6r'
2018-12-19 23:38:27,"b'RT @BrannonZ: New @Microsoft Garage project! A 3D, first-person, Pong-styled game that uses spatial audio cues to make the game accessible\xe2\x80\xa6'"
2018-12-19 23:38:21,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:38:19,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:38:14,b'https://t.co/W3A4KNk39T @ABCWorldNews Ive known this&amp;not bothered by it! @tomforemancnn If they did make money off\xe2\x80\xa6 https://t.co/KBGyE3XJ9d'
2018-12-19 23:38:13,"b""Microsoft be forcing updates as if you don't have any option \xf0\x9f\x98\xa2\n\nLinux still dey o \xf0\x9f\x98\x86 https://t.co/xX35ToAbSn"""
2018-12-19 23:38:13,"b'RT @profcarroll: NEW: Facebook data sharing scandal widens. \xe2\x80\x9dInternal documents show that the social network gave Microsoft, Amazon, Spotif\xe2\x80\xa6'"
2018-12-19 23:38:13,b'Facebook and Microsoft respond to NYT report on data\xc2\xa0sharing https://t.co/IRqk5R3Vin'
2018-12-19 23:38:13,b'RT @_achu: Christmas came early today - the @MSTCommunity crossed 250k members!!! Thank you to everyone who made this possible - everyone i\xe2\x80\xa6'
2018-12-19 23:38:11,b'Operation Absolute Zero Brings a New Kind of Cold War to Black Ops 4  https://t.co/5u3ZvMPiOV #XboxOne'
2018-12-19 23:38:11,b'RT @campuscodi: Microsoft Edge engineer describes how Google sabotaged Edge browser performance via constant code changes to its services.\xe2\x80\xa6'
2018-12-19 23:38:08,b'RT @RonMarkezich: Belgian police move into the #digital age nationwide and solve crimes faster with @Microsoft365. https://t.co/zYFuhidWHt\xe2\x80\xa6'
2018-12-19 23:38:02,b'RT @Microsoft: The @Forbes list of #AmericasMostJUST Companies is out \xe2\x80\x94 and we\xe2\x80\x99re #1: https://t.co/npWAx4gner'
2018-12-19 23:38:00,"b'Belgian police move into the digital age nationwide, solve crimes faster with Microsoft 365 https://t.co/nsqniAhJbE'"
2018-12-19 23:38:00,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:37:59,b'RT @JasonLeopold: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent\xe2\x80\xa6'
2018-12-19 23:37:57,b'RT @DinakarNethiSQL: Official blog post is out as well - https://t.co/J9OajlCLGT \n\n#sqlfamily #SQLServer'
2018-12-19 23:37:51,b'RT @USCERT_gov: Microsoft Releases Security Updates https://t.co/Zau0Lktdls #NCCIC #cyber #cybersecurity #infosec'
2018-12-19 23:37:49,"b""RT @XBM_Network: Let's do a Christmas giveaway!\n\nRT and Follow to win a mystery digital #XboxOne Game! \n\nWinner picked 20th December \n\nGood\xe2\x80\xa6"""
2018-12-19 23:37:48,b'RT @blueforcedev: The @Microsoft Surface Go with #LTE review: the best #netbook https://t.co/6YlsjxF7Ex via @TheVerge https://t.co/sr34RB08\xe2\x80\xa6'
2018-12-19 23:37:46,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:37:44,b'RT @HaloRevealed: NEWS: Halo Infinite may include RPG elements according to a new Microsoft job listing for 343 Industries! #Halo https://t\xe2\x80\xa6'
2018-12-19 23:37:43,b'[[yahoo]] [[google]] [[facebook]] [[kaskus]] [[amazon]] [[youtube]] [[googlechrome]] [[opera]] [[internetexplorer]] [[flock]] [[microsoft]]'
2018-12-19 23:37:43,b'Not getting your dose of #spicystreamers ??? Join @thsr_bigrog1369 now on #twitch as he goes for #twitchaffiliate.\xe2\x80\xa6 https://t.co/GJtrb2Ykar'
2018-12-19 23:37:39,b'@Razer @Microsoft @Xbox Will this be available with all 3 Razer switches or just the greens'
2018-12-19 23:37:36,"b'RT @eSourceEvros: Enterprise Users! Save up to \xe2\x82\xac1,500 a year by upgrading to #HP with #Windows10 Pro Devices! Contact us today! https://t.c\xe2\x80\xa6'"
2018-12-19 23:37:35,b'RT @martinpeck: Want to work on big impact software projects?\n\nWant to contribute to OSS?\n\nWant to bring your unique skills and experiences\xe2\x80\xa6'
2018-12-19 23:37:29,"b""RT @RatalaikaGames: We're looking for games made with #AdventureGameStudio for some R&amp;D console related!! Please DM us if you have one and\xe2\x80\xa6"""
2018-12-19 23:37:28,"b'Microsoft Releases Security Updates\n12/19/2018 05:32 PM EST\n\nOriginal release date: December 19, 2018\nMicrosoft has\xe2\x80\xa6 https://t.co/x6piSlPLTl'"
2018-12-19 23:37:19,"b""@ReemK10 Ah Ha!  It's VERY light! I went to Windows10 Photos App searching for the Hayden &amp; Jens photo which I trus\xe2\x80\xa6 https://t.co/XFaOer3Fqp"""
2018-12-19 23:37:19,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:37:19,"b'RT @allcovered: #SharePoint Collaboration Services by #AllCovered - Allow for better #organization, collaboration and workflow management w\xe2\x80\xa6'"
2018-12-19 23:37:17,b'RT @KendallBreitman: Amazon -- Alexa\nApple -- Siri\nMicrosoft -- Cortana\nBank of American -- Erica\n\nCan companies please stop using their AI\xe2\x80\xa6'
2018-12-19 23:37:16,b'Make your contribution to the #developer community by participating in The Developer Economics Q4 2018 survey:\xe2\x80\xa6 https://t.co/Tx1ChZC2kA'
2018-12-19 23:37:14,b'Develop the skills you need to build the intelligent future with #AI. Enroll today: https://t.co/gW5YC5nwtV https://t.co/vl2QPVjVAv'
2018-12-19 23:37:13,"b""I'm now streaming on Twitch! Playing Microsoft Flight Simulator X https://t.co/SFglON4wE5"""
2018-12-19 23:37:13,b'Get discounted rates on #Azure to support your ongoing development and testing: https://t.co/R2cGHj2buY https://t.co/ZkXyiGe4fm'
2018-12-19 23:37:10,b'#Microsoft Issues Emergency Fix for #InternetExplorer #ZeroDay. https://t.co/Ymf8DmpycK'
2018-12-19 23:37:08,"b'@_Ninji Funny, Microsoft never had this problem before... https://t.co/5QRJxbgh3c'"
2018-12-19 23:37:07,"b'of new things as most people my age, though admittedly higher skills. I also own an Iphone 6s plus, of which I have\xe2\x80\xa6 https://t.co/uB0d6KtrgL'"
2018-12-19 23:37:06,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:37:06,b'Microsoft Office app for Windows 10 provides a hub for all your work https://t.co/UWZYbBUUEY https://t.co/LBpqZVnFrY'
2018-12-19 23:37:05,b'Microsoft Office app for Windows 10 provides a hub for all your work https://t.co/QrAiTImOCQ'
2018-12-19 23:37:04,b'Microsoft Issues Emergency Fix for IE Zero Day - Krebs on Security: * Microsoft Issues Emergency Fix for IE Zero Da\xe2\x80\xa6 https://t.co/EssEO1RoEM'
2018-12-19 23:37:04,b'Microsoft Issues Emergency Fix for IE Zero Day - Krebs on Security: * Microsoft Issues Emergency Fix for IE Zero Da\xe2\x80\xa6 https://t.co/tisvn4yAU7'
2018-12-19 23:37:04,b'Microsoft Issues Emergency Fix for IE Zero Day - Krebs on Security: * Microsoft Issues Emergency Fix for IE Zero Da\xe2\x80\xa6 https://t.co/HSlIFbm9A1'
2018-12-19 23:37:00,b'@Ghost_Control_ Hi there! Just doing a quick follow-up regarding your concern. Were you able to contact Microsoft S\xe2\x80\xa6 https://t.co/j8ZloIiISq'
2018-12-19 23:37:00,b'Microsoft Releases Security Updates https://t.co/5qCzgOQ1jU'
2018-12-19 23:36:58,"b""RT @DisabilityIN: We are happy to announce @jennylayfluffy, Microsoft's Chief #Accessibility Officer, has been re-elected as our Board Chai\xe2\x80\xa6"""
2018-12-19 23:36:49,b'RT @verge: Microsoft\xe2\x80\x99s Halo-themed prosthetic arm will make kids feel like Master Chief https://t.co/q6BTLWWOPN https://t.co/6CuLtUU2Xd'
2018-12-19 23:36:49,"b'RT @ForzaMotorsport: Treasure, adventure, and epic driving action awaits you on Fortune Island, the first expansion for #ForzaHorizon4. For\xe2\x80\xa6'"
2018-12-19 23:36:43,"b'RT @msdevCA: Any Developer. Any App. Any Platform. Follow for the latest Microsoft cloud news, courses, docs and events for Canadian devs!'"
2018-12-19 23:36:33,"b'RT @TheRegister: On the first day of Christmas, Microsoft gave to me... an emergency out-of-band security patch for IE https://t.co/01OpOJm\xe2\x80\xa6'"
2018-12-19 23:36:20,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:36:20,b'Accomplish your IT goals with ProShop - Tailored technical services for your Microsoft software.\xe2\x80\xa6 https://t.co/HNGqnaWlyK'
2018-12-19 23:36:16,b'Microsoft\xe2\x80\x99s Halo-themed prosthetic arm will make kids feel like Master Chief https://t.co/kYQ1CQWsTC'
2018-12-19 23:36:16,b'Augh microsoft cant you make a new Fable or remake the triliogy \xf0\x9f\x98\xad'
2018-12-19 23:36:15,"b'RT @allcovered: #SharePoint Collaboration Services by #AllCovered - Allow for better #organization, collaboration and workflow management w\xe2\x80\xa6'"
2018-12-19 23:36:11,b'Microsoft/mixed-reality-extension-unity The Mixed Reality Extension Unity library is an easy way for developers to\xe2\x80\xa6 https://t.co/p4nQ1o2aFC'
2018-12-19 23:36:09,"b""RT @AMike4761: Facebook's data-sharing deals exposed!  \nNewspaper has disclosed fresh details about ways the social network shared access t\xe2\x80\xa6"""
2018-12-19 23:36:08,b'RT @edmundlee: It\xe2\x80\x99s worse than you thought.\n\nFacebook gave:\n-Microsoft names of users\xe2\x80\x99 friends without consent\n-Netflix and Spotify got to\xe2\x80\xa6'
2018-12-19 23:36:07,b'RT @Microsoft: The @Forbes list of #AmericasMostJUST Companies is out \xe2\x80\x94 and we\xe2\x80\x99re #1: https://t.co/npWAx4gner'
2018-12-19 23:36:04,"b""@SageRagnar @Polyphian @RAMH3MI @Razer @Microsoft @Xbox Not how it works m8... \n\nYou've probably never tried a bigg\xe2\x80\xa6 https://t.co/y5mBGO08Bl"""
2018-12-19 23:36:04,"b'@Microsoft @Xbox running a deceptive online promotion for $9.99 @XboxLiveRewards 3-month memebership, shows 9.99 ch\xe2\x80\xa6 https://t.co/29xxagSblN'"
2018-12-19 23:36:02,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:36:00,"b'@ReVan1199 Thanks for asking. However, nothing in this regard has been announced at this time. BTW, we\xe2\x80\x99ve made seve\xe2\x80\xa6 https://t.co/WgKpVaLHhx'"
2018-12-19 23:35:58,"b""RT @FLIxrisk: ICYMI: Microsoft's statement calling for regulations regarding facial recognition.\nhttps://t.co/zNl3q3yVrn"""
2018-12-19 23:35:54,"b'RT @0pensource: LibreOffice 6.1.4, an #opensource #office suite for #Linux, #macOS and #Windows, has been released with a total of 126 chan\xe2\x80\xa6'"
2018-12-19 23:35:53,b'RT @JasonLeopold: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent\xe2\x80\xa6'
2018-12-19 23:35:50,b'RT @SmallywoodXA: Want to win a Odium To The Core #XboxOne code? RT and Follow me and @gerrardnum8 to enter. Must follow both to officially\xe2\x80\xa6'
2018-12-19 23:35:50,"b""RT @Porshapwr: Reminder on this #giveaway !  You can try a ton of amazing games on #Xbox Game Pass for 6 months for free, entering couldn't\xe2\x80\xa6"""
2018-12-19 23:35:46,"b'Facebook Allowed Netflix, Spotify, And A Bank To Read And Delete Users\xe2\x80\x99 Private Messages; The social network also a\xe2\x80\xa6 https://t.co/m4tdyuNpNW'"
2018-12-19 23:35:30,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:35:28,b'RT @TenForums: This tutorial will show you how to turn on or off #TamperProtection for key #WindowsDefenderAntivirus security features in #\xe2\x80\xa6'
2018-12-19 23:35:24,"b""RT @XBM_Network: Let's do a Christmas giveaway!\n\nRT and Follow to win a mystery digital #XboxOne Game! \n\nWinner picked 20th December \n\nGood\xe2\x80\xa6"""
2018-12-19 23:35:22,b'Microsoft/mixed-reality-extension-unity is a new repository by Microsoft. The Mixed Reality Extension Unity library\xe2\x80\xa6 https://t.co/VcsW9rFc6U'
2018-12-19 23:35:14,b'RT @jbardallo: The #AI #cybersecurity impact for #IoT - #Microsoft Secure https://t.co/oNOAenCnKH'
2018-12-19 23:35:11,b'Microsoft mulls acquisition of Israeli chipmaker Mellanox - report | hmm I\xe2\x80\x99m a bit puzzled initially about this one\xe2\x80\xa6 https://t.co/2B2rs3CZ58'
2018-12-19 23:35:11,"b'RT @rspruijt: ""Windows Sandbox is a new lightweight desktop environment tailored for safely running applications in isolation."" https://t.c\xe2\x80\xa6'"
2018-12-19 23:35:04,b'Microsoft releases new Office app for Windows 10 to Insiders (Brittany A. Roston/SlashGear) https://t.co/ywDzbbyh6d'
2018-12-19 23:35:00,"b""If you had invested $1,000 at Microsoft's IPO, here's how much you'd have now: https://t.co/LreZrC3F7K https://t.co/mmb8VhGE7W"""
2018-12-19 23:34:53,b'Notice! Microsoft has just released an update for a  zero day vulnerability in IE\nhttps://t.co/umSdIYU5jW'
2018-12-19 23:34:52,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/xUfvQW8aOO"""
2018-12-19 23:34:46,"b""RT @RatalaikaGames: We're looking for games made with #AdventureGameStudio for some R&amp;D console related!! Please DM us if you have one and\xe2\x80\xa6"""
2018-12-19 23:34:44,b'RT @SaveH4EADs: We are very grateful to have found great support from industry leaders like .@BradSmi .@Microsoft who are strong advocates\xe2\x80\xa6'
2018-12-19 23:34:43,b'How to Turn On or Off #TamperProtection for #WindowsDefenderAntivirus in #Windows10\nSee: https://t.co/KIxa5AZIXR'
2018-12-19 23:34:35,"b""RT @seldo: The early 90s score is:\n- Microsoft killed Netscape\n- AOL ate Netscape's corpse\n- AOL ate Time Warner but then barfed it back ou\xe2\x80\xa6"""
2018-12-19 23:34:33,"b'@FadedVortex @Myths2389 @NintendoAmerica If Sonic, Pacman, Ryu, Bayonetta, Snake, Simon, Richter, Ken made it on Sm\xe2\x80\xa6 https://t.co/2yJtndQ0y4'"
2018-12-19 23:34:28,"b'\xf0\x9f\x8e\xb5\xf0\x9f\x94\x9b\xf0\x9f\x8e\xb5 With the help of my chat, I\xe2\x80\x99d just leveled up a new dance to 13k n was told to do a victory lap... but sadly th\xe2\x80\xa6 https://t.co/WDnbJQcYuM'"
2018-12-19 23:34:23,b'This tutorial will show you how to turn on or off #TamperProtection for key #WindowsDefenderAntivirus security feat\xe2\x80\xa6 https://t.co/K4Lof5vbnn'
2018-12-19 23:34:22,"b""RT @TronMegara: Going live in 20 min! It's Wednesday b*tches! Come by and say Hi or hangout! A week until Christmas! \nhttps://t.co/cbPHYHRL\xe2\x80\xa6"""
2018-12-19 23:34:20,"b'RT @profcarroll: NEW: Facebook data sharing scandal widens. \xe2\x80\x9dInternal documents show that the social network gave Microsoft, Amazon, Spotif\xe2\x80\xa6'"
2018-12-19 23:34:14,b'RT @engadget: Microsoft Office app for Windows 10 provides a hub for all your work https://t.co/9Dub2rADzJ'
